#  longitude, latitude (or opposite), vx_mps
-3.844612213301916437e-02,3.963798343021800008e+01,2.591115695486774584e+01
-3.846644292102260887e-02,3.963797754116183825e+01,2.628467652930958920e+01
-3.848676125276501159e-02,3.963797164735500900e+01,2.665204886450198174e+01
-3.850708693508412411e-02,3.963796576886406342e+01,2.701352701056409344e+01
-3.852737424972332847e-02,3.963795980909462457e+01,2.736934672412953162e+01
-3.854754201202433006e-02,3.963795356412155257e+01,2.767524252252560402e+01
-3.856758144704848512e-02,3.963794704151202097e+01,2.802104911967169087e+01
-3.858754791113035848e-02,3.963794036768813100e+01,2.836179209874827833e+01
-3.860752075174634507e-02,3.963793369852976411e+01,2.869765392154221928e+01
-3.862749650489389480e-02,3.963792704220539065e+01,2.902880607559584902e+01
-3.864746729487064658e-02,3.963792037697731274e+01,2.905571744262058687e+01
-3.866743517858153151e-02,3.963791370040694773e+01,2.820275160559224403e+01
-3.868739894216210312e-02,3.963790701890259527e+01,2.731438304212308665e+01
-3.870736591401720272e-02,3.963790034279846708e+01,2.642273784502555856e+01
-3.872733484517418973e-02,3.963789367178650025e+01,2.556072214792849095e+01
-3.874727336265908900e-02,3.963788693336034186e+01,2.500704542145478015e+01
-3.876706468740596934e-02,3.963787990487058721e+01,2.497588556598423892e+01
-3.878658970960333074e-02,3.963787237571645505e+01,2.494468678696080843e+01
-3.880601314409354990e-02,3.963786465845948470e+01,2.533488269947240212e+01
-3.882541845686952181e-02,3.963785691373139031e+01,2.571820717727700156e+01
-3.884476793283045404e-02,3.963784907284754411e+01,2.609496538129741694e+01
-3.886408674737951846e-02,3.963784117943249896e+01,2.646544004741974376e+01
-3.888337294437419628e-02,3.963783322680797738e+01,2.682989373926703536e+01
-3.890258620899886277e-02,3.963782515762887471e+01,2.718857081766719119e+01
-3.892172938818657529e-02,3.963781696331733428e+01,2.666636443077360852e+01
-3.894080754153263907e-02,3.963780867103321981e+01,2.589050732368484375e+01
-3.895984329990154899e-02,3.963780030104233987e+01,2.507155094806060447e+01
-3.897881442847374311e-02,3.963779183270842310e+01,2.429289508737181436e+01
-3.899768086486574137e-02,3.963778322126820797e+01,2.356654872567289871e+01
-3.901642511413609682e-02,3.963777440067573110e+01,2.285912758757809371e+01
-3.903499941251308003e-02,3.963776533868117724e+01,2.212928474730711770e+01
-3.905338224992728480e-02,3.963775603001885628e+01,2.136840719474598416e+01
-3.907157663317074869e-02,3.963774644070779374e+01,2.071741846976415147e+01
-3.908949315297567673e-02,3.963773649636938501e+01,2.006098954425396386e+01
-3.910726435513782462e-02,3.963772639561763356e+01,1.904247535796394786e+01
-3.912507062666312901e-02,3.963771632041203219e+01,1.796607232882399074e+01
-3.914269821067169891e-02,3.963770601368733537e+01,1.747011655045772827e+01
-3.915965497905626869e-02,3.963769498992853357e+01,1.700741923291949931e+01
-3.917597588403384790e-02,3.963768329356013709e+01,1.657403803803330078e+01
-3.919254371295212425e-02,3.963767181872583478e+01,1.600293987243673399e+01
-3.920827065573611464e-02,3.963765961813588490e+01,1.598299952022299131e+01
-3.922274910866829084e-02,3.963764632651415099e+01,1.596303425937786002e+01
-3.923736387193591663e-02,3.963763313125529919e+01,1.659381508674065486e+01
-3.925210983426877936e-02,3.963762008733814923e+01,1.719999016324723584e+01
-3.926672044580344079e-02,3.963760690089373639e+01,1.778407934734908125e+01
-3.928093127551018221e-02,3.963759343014334746e+01,1.751154999686468727e+01
-3.929447915397706048e-02,3.963757945711078179e+01,1.688484537571126509e+01
-3.930721384845864419e-02,3.963756496487515335e+01,1.624123079623398880e+01
-3.931910789301858167e-02,3.963754999712654836e+01,1.549223591463887040e+01
-3.933012740684876246e-02,3.963753450728325589e+01,1.469414601719383562e+01
-3.934004161329029969e-02,3.963751858816483065e+01,1.386288599186997139e+01
-3.934887919400244238e-02,3.963750228511761264e+01,1.289242841480624868e+01
-3.935659107589682681e-02,3.963748549922021880e+01,1.284930226523669283e+01
-3.936152358071703244e-02,3.963746807617486922e+01,1.283329148128624020e+01
-3.936340754135654596e-02,3.963745018561859013e+01,1.281726069735226758e+01
-3.936370787889717504e-02,3.963743222762420970e+01,1.360310460128046550e+01
-3.936425336633148087e-02,3.963741429487612322e+01,1.375447696540600262e+01
-3.936449084573551138e-02,3.963739630498156430e+01,1.328485504814626239e+01
-3.936258073300256261e-02,3.963737838800999214e+01,1.308483986061310844e+01
-3.935816726244418390e-02,3.963736083591810200e+01,1.306475085713920947e+01
-3.935297615897969531e-02,3.963734339374020976e+01,1.146203650464889812e+01
-3.934731663107417232e-02,3.963732605181751012e+01,1.144775431357579620e+01
-3.933832990650810296e-02,3.963731000139337368e+01,1.143345428180314016e+01
-3.932646969051575847e-02,3.963729491765644042e+01,1.176578925250363028e+01
-3.931482334022899650e-02,3.963727981446246673e+01,1.261985010684991693e+01
-3.930196404173605385e-02,3.963726549740447069e+01,1.333360740398142319e+01
-3.928818520265812964e-02,3.963725157053802661e+01,1.408948742812657251e+01
-3.927432642212579789e-02,3.963723779608094588e+01,1.480508262316895518e+01
-3.926014693922786486e-02,3.963722426830400991e+01,1.548598276168464771e+01
-3.924584719487992507e-02,3.963721084971565034e+01,1.613658441959881529e+01
-3.923160414051796163e-02,3.963719738950395310e+01,1.676042016055909656e+01
-3.921735657608947656e-02,3.963718393156032249e+01,1.736037937459222391e+01
-3.920309926728960531e-02,3.963717047839690366e+01,1.793886141526737177e+01
-3.918884701988788882e-02,3.963715702304641297e+01,1.849788480096353638e+01
-3.917459478460941918e-02,3.963714356819333773e+01,1.903916697294922500e+01
-3.916034134147529377e-02,3.963713011320844259e+01,1.956418377019961952e+01
-3.914608808329626127e-02,3.963711665791596062e+01,2.007421459183890633e+01
-3.913183562688603984e-02,3.963710320344326021e+01,2.057037724547980773e+01
-3.911758237445409070e-02,3.963708974832647414e+01,2.105365522296551717e+01
-3.910332883326913395e-02,3.963707629294464141e+01,2.152491932319118106e+01
-3.908907650088123964e-02,3.963706283875604441e+01,2.198494499167273375e+01
-3.907482309977493989e-02,3.963704938361747310e+01,2.243442637073084356e+01
-3.906056932760550160e-02,3.963703592818129096e+01,2.287398779254427694e+01
-3.904631717508372235e-02,3.963702247432804171e+01,2.330419326210374464e+01
-3.903206354494675318e-02,3.963700901912969243e+01,2.372555434392401352e+01
-3.901780956403357037e-02,3.963699556363889087e+01,2.413853676926616387e+01
-3.900355794838013257e-02,3.963698211040284747e+01,2.454356600889881790e+01
-3.898930349250467192e-02,3.963696865449706763e+01,2.494103200281544730e+01
-3.897504934151142797e-02,3.963695519884721818e+01,2.533129319781210853e+01
-3.896079363064808981e-02,3.963694174165429018e+01,2.571468001290112682e+01
-3.894653963984127942e-02,3.963692828633127618e+01,2.609149782869911505e+01
-3.893228733677783771e-02,3.963691483267047744e+01,2.646202957839652115e+01
-3.891803169857006167e-02,3.963690137533946967e+01,2.654961142298205701e+01
-3.890377799531964664e-02,3.963688792234059832e+01,2.559924830624624192e+01
-3.888952531977540872e-02,3.963687446914908463e+01,2.463058046032940140e+01
-3.887527377164320258e-02,3.963686100725352190e+01,2.363778403598429989e+01
-3.886100704902772235e-02,3.963684756508732221e+01,2.264363785770430582e+01
-3.884669162687778149e-02,3.963683415933385135e+01,2.161456360122921083e+01
-3.883230718333720993e-02,3.963682079863882990e+01,2.058741885438599439e+01
-3.881780807868159822e-02,3.963680750825881915e+01,1.950667960623852792e+01
-3.880325125686422821e-02,3.963679429064787030e+01,1.832163280648376613e+01
-3.878867802735769948e-02,3.963678100234783130e+01,1.705848804788600148e+01
-3.877404755700457339e-02,3.963676784585133106e+01,1.592603196676590827e+01
-3.875911048028123779e-02,3.963675499428623539e+01,1.488417826062686800e+01
-3.874339992790079568e-02,3.963674265702599797e+01,1.486563193355853763e+01
-3.872638117268485669e-02,3.963673180257821116e+01,1.484706243921514712e+01
-3.870840882936655430e-02,3.963672192482400902e+01,1.535367170949247040e+01
-3.869026720507919709e-02,3.963671227502633343e+01,1.571657366749974116e+01
-3.867125314849689799e-02,3.963670391404613724e+01,1.569694121412537058e+01
-3.865160870262445564e-02,3.963669650744811435e+01,1.625710768005868800e+01
-3.863179065093769876e-02,3.963668955571584007e+01,1.687620009205252813e+01
-3.861161848611694564e-02,3.963668325961831584e+01,1.747190585352560177e+01
-3.859117837463652695e-02,3.963667774186173887e+01,1.788001746965019834e+01
-3.857062282053071167e-02,3.963667250016413846e+01,1.679048419261018310e+01
-3.855008471714955337e-02,3.963666717256781169e+01,1.615256867218560899e+01
-3.852930652589015709e-02,3.963666271621256243e+01,1.613244187604393076e+01
-3.850812713010181437e-02,3.963665984611408533e+01,1.611228993837312018e+01
-3.848663099378332730e-02,3.963665825905133744e+01,1.633227580429539216e+01
-3.846519669925341223e-02,3.963665679831678545e+01,1.694844229195324203e+01
-3.844362460611085164e-02,3.963665555327291656e+01,1.754152102162235494e+01
-3.842216889294495369e-02,3.963665488646904578e+01,1.811378347185326021e+01
-3.840063047352715309e-02,3.963665490832806881e+01,1.866714759615290475e+01
-3.837921521874368413e-02,3.963665584634944139e+01,1.896076608430860588e+01
-3.835783346925505238e-02,3.963665777936903112e+01,1.913347581549628984e+01
-3.833658810280567153e-02,3.963666054027924446e+01,1.945678759508036038e+01
-3.831546712441746827e-02,3.963666390013568730e+01,1.996982352326500987e+01
-3.829440588428863201e-02,3.963666758588326644e+01,2.046877175391442805e+01
-3.827340484002111215e-02,3.963667140298392155e+01,2.095464164099892201e+01
-3.825248982646414081e-02,3.963667556748166021e+01,2.142832576040820314e+01
-3.823162255398243614e-02,3.963667998213630739e+01,2.189061804407478817e+01
-3.821076822503299830e-02,3.963668433527818991e+01,2.234222844357521254e+01
-3.818989441183007205e-02,3.963668867972594256e+01,2.278379490233584193e+01
-3.816901704333316991e-02,3.963669304303476792e+01,2.321589321688581009e+01
-3.814815239473701852e-02,3.963669740001584785e+01,2.363904522518342688e+01
-3.812728664197680833e-02,3.963670175660796247e+01,2.405372565649216554e+01
-3.810641982120172716e-02,3.963670611493826357e+01,2.446036790099175207e+01
-3.808555584166951891e-02,3.963671047291285277e+01,2.485936890042400194e+01
-3.806469113378789515e-02,3.963671483153132158e+01,2.525109331817821712e+01
-3.804382391094521254e-02,3.963671919134074528e+01,2.563587711454005458e+01
-3.802296041792110892e-02,3.963672355098446332e+01,2.601403062769114527e+01
-3.800209625330272512e-02,3.963672791141603113e+01,2.638584124153547350e+01
-3.798122951192340474e-02,3.963673227305169888e+01,2.675157570616039848e+01
-3.796036645666048259e-02,3.963673663457554142e+01,2.711148216469664263e+01
-3.793950262435998033e-02,3.963674099690757657e+01,2.746579193077153391e+01
-3.791863666515848941e-02,3.963674536030591611e+01,2.781472105309508080e+01
-3.789777391068235163e-02,3.963674972362024107e+01,2.815847169755237900e+01
-3.787691029954856625e-02,3.963675408765446662e+01,2.849723337218179964e+01
-3.785604523657327969e-02,3.963675845247838225e+01,2.883118401634822092e+01
-3.783518254845597700e-02,3.963676281722911199e+01,2.916049097208501095e+01
-3.781431903005850331e-02,3.963676718250907527e+01,2.948531185283278333e+01
-3.779345487439102202e-02,3.963677154819998094e+01,2.980579532252845354e+01
-3.777259194216522203e-02,3.963677591383014942e+01,3.012208179610887271e+01
-3.775172848582930563e-02,3.963678027969111639e+01,3.043430407091323886e+01
-3.773086495158634035e-02,3.963678464562192261e+01,3.074258789714469131e+01
-3.771000054867051227e-02,3.963678901163616786e+01,3.104705249443596671e+01
-3.768913436441204828e-02,3.963679337748270370e+01,3.134781102062025582e+01
-3.766827392324739038e-02,3.963679774104868159e+01,3.164497099800907876e+01
-3.764740461276516043e-02,3.963680210488181643e+01,3.193863470179644537e+01
-3.762653773508139315e-02,3.963680646632785454e+01,3.167040497110612307e+01
-3.760567954706674210e-02,3.963681082386148091e+01,3.086962859615663035e+01
-3.758480570454673236e-02,3.963681518236054302e+01,3.004978341105291051e+01
-3.756393709142832882e-02,3.963681953725325968e+01,2.920834013794766193e+01
-3.754307925209408175e-02,3.963682388768474851e+01,2.834299434301039966e+01
-3.752220267962559641e-02,3.963682823995021920e+01,2.745598782324801590e+01
-3.750133232180238169e-02,3.963683258729869152e+01,2.653934638179302752e+01
-3.748047323752538157e-02,3.963683693321163304e+01,2.559810074874355124e+01
-3.745959815707690377e-02,3.963684128352366542e+01,2.465253943492016830e+01
-3.743872312647851530e-02,3.963684561077877788e+01,2.368249515413361905e+01
-3.741786715773627592e-02,3.963684997614224415e+01,2.273489741378980966e+01
-3.739700699970001374e-02,3.963685436372390569e+01,2.214734618086948004e+01
-3.737604401952373395e-02,3.963685838020011687e+01,2.154469373420088019e+01
-3.735497723010308690e-02,3.963686198766290403e+01,2.091739449628128611e+01
-3.733386069890309161e-02,3.963686540444869166e+01,1.994371860463445500e+01
-3.731274246469640926e-02,3.963686878953173220e+01,1.876729503471093352e+01
-3.729163571072591915e-02,3.963687225352078514e+01,1.758875928305542047e+01
-3.727047482440892096e-02,3.963687546349439117e+01,1.756684293156609655e+01
-3.724911656020589434e-02,3.963687749335727517e+01,1.754489920311197437e+01
-3.722765015898089197e-02,3.963687880138493824e+01,1.811704677989200007e+01
-3.720619254896797429e-02,3.963687997207902214e+01,1.867030627866927972e+01
-3.718470287813095687e-02,3.963688085226317526e+01,1.920631335743813750e+01
-3.716321905264437231e-02,3.963688172614560301e+01,1.972647762867904575e+01
-3.714174232201317843e-02,3.963688253736354028e+01,2.023202421039849952e+01
-3.712022558510399972e-02,3.963688271001738883e+01,2.049436660782158270e+01
-3.709871781690633752e-02,3.963688231959435626e+01,2.097958136227688186e+01
-3.707723998589619596e-02,3.963688157566281944e+01,2.145265395132765818e+01
-3.705575500616872797e-02,3.963688056547149330e+01,2.191437360181194904e+01
-3.703431163115881303e-02,3.963687919571057705e+01,2.206340859917056818e+01
-3.701291516071647525e-02,3.963687743351099613e+01,2.144842859734762541e+01
-3.699157397556435828e-02,3.963687520237580486e+01,2.125006667457984477e+01
-3.697036779197013234e-02,3.963687222964514945e+01,2.107427652219877956e+01
-3.694928339302251674e-02,3.963686865964776018e+01,2.062850800032533982e+01
-3.692832126864389192e-02,3.963686463555954020e+01,2.017313831292673143e+01
-3.690754398918527635e-02,3.963686000129313669e+01,1.971512477850365741e+01
-3.688696441252126840e-02,3.963685477116646894e+01,1.928686472452805489e+01
-3.686668292373355971e-02,3.963684879185100840e+01,1.926283246053334253e+01
-3.684680112909716199e-02,3.963684192873136425e+01,1.923877017646682575e+01
-3.682699718916723070e-02,3.963683490717929203e+01,1.975800114621835846e+01
-3.680712202995511939e-02,3.963682806518303892e+01,2.026268456123871786e+01
-3.678725441923932221e-02,3.963682118628887707e+01,2.075388477199445703e+01
-3.676762836499464920e-02,3.963681386121611183e+01,2.123254053817231224e+01
-3.674825955188547322e-02,3.963680603446736939e+01,2.168487771445276380e+01
-3.672914664632831450e-02,3.963679778224788208e+01,2.214119054917521723e+01
-3.671034740685927972e-02,3.963678907221837022e+01,2.250208766275891037e+01
-3.669177074366897218e-02,3.963678000827406578e+01,2.294018720176240578e+01
-3.667336178068867497e-02,3.963677069766027472e+01,2.336901201568355191e+01
-3.665514110451468383e-02,3.963676116796358428e+01,2.378906628049177030e+01
-3.663707926147711375e-02,3.963675140883078996e+01,2.420080925032939234e+01
-3.661913989029440264e-02,3.963674148055753932e+01,2.460466069047066995e+01
-3.660127752235068505e-02,3.963673147966671451e+01,2.500100549259665783e+01
-3.658347881850411432e-02,3.963672139086261126e+01,2.539019761802541453e+01
-3.656576786340932222e-02,3.963671118969396190e+01,2.577256348483028248e+01
-3.654816857257747048e-02,3.963670086691291772e+01,2.614840489185389671e+01
-3.653065844266679962e-02,3.963669043643936618e+01,2.651800155477619469e+01
-3.651318021232066030e-02,3.963667995705885261e+01,2.688161331538799814e+01
-3.649569880337526218e-02,3.963666949519965499e+01,2.723948207414169431e+01
-3.647822765233714459e-02,3.963665902038363953e+01,2.759183348722663709e+01
-3.646078322756278467e-02,3.963664850066175660e+01,2.793887846233821648e+01
-3.644338952095014378e-02,3.963663793694872339e+01,2.828081448159914402e+01
-3.642602206394889020e-02,3.963662733990770448e+01,2.861782677545338416e+01
-3.640866310722008781e-02,3.963661671862838176e+01,2.895008936756653029e+01
-3.639132067210748556e-02,3.963660609055075668e+01,2.927776600765892567e+01
-3.637398145157979407e-02,3.963659545690980934e+01,2.960101100663163010e+01
-3.635666094499693385e-02,3.963658480447956123e+01,2.991996998622038362e+01
-3.633937395337339532e-02,3.963657411393776897e+01,3.023478055364081385e+01
-3.632211670045576435e-02,3.963656338971784976e+01,3.054557291020659804e+01
-3.630487149093244992e-02,3.963655265165427011e+01,3.085247040165827315e+01
-3.628762279840815758e-02,3.963654191798503490e+01,3.115559001688956187e+01
-3.627037363569871053e-02,3.963653118478912063e+01,3.145504284087050095e+01
-3.625312515068046526e-02,3.963652045054787720e+01,3.175093446681093923e+01
-3.623587656147558150e-02,3.963650971671125944e+01,3.204336537196407875e+01
-3.621862788335118016e-02,3.963649898290180573e+01,3.233243126091957009e+01
-3.620137927148490281e-02,3.963648824895523859e+01,3.261822337976188635e+01
-3.618413069990780717e-02,3.963647751505293115e+01,3.290082880406376376e+01
-3.616688182267947804e-02,3.963646678139631518e+01,3.318033070333264334e+01
-3.614963360717858565e-02,3.963645604715371462e+01,3.345680858422363713e+01
-3.613238542037521678e-02,3.963644531278114869e+01,3.373033851456919763e+01
-3.611513367417913678e-02,3.963643458225714511e+01,3.400099333004452262e+01
-3.609789012623418336e-02,3.963642384290642440e+01,3.426884282508823532e+01
-3.608066386947501175e-02,3.963641308392317342e+01,3.453395392952160847e+01
-3.606343953684879033e-02,3.963640232290813969e+01,3.479639087215581128e+01
-3.604621124973781537e-02,3.963639156629343319e+01,3.505621533254181088e+01
-3.602898338963706620e-02,3.963638080867593061e+01,3.531348658189747880e+01
-3.601176211442266850e-02,3.963637004181717316e+01,3.556826161414220167e+01
-3.599452524779714335e-02,3.963635929616844322e+01,3.582059526787556791e+01
-3.597728535370890018e-02,3.963634855160800186e+01,3.607054034005498266e+01
-3.596018169560843275e-02,3.963633765641595375e+01,3.626171542424983585e+01
-3.594319375654749654e-02,3.963632663850511761e+01,3.650683739242064263e+01
-3.592622941227187339e-02,3.963631559255596670e+01,3.674905239050767136e+01
-3.590929245278507570e-02,3.963630451639864560e+01,3.698842853101904637e+01
-3.589238938189378419e-02,3.963629340803668555e+01,3.722503130442608921e+01
-3.587551818055307457e-02,3.963628226326193271e+01,3.745892371953681277e+01
-3.585868882852812772e-02,3.963627107324873577e+01,3.769016643432323832e+01
-3.584188719410618534e-02,3.963625985790290684e+01,3.791881787798504888e+01
-3.582512918089830745e-02,3.963624859511133280e+01,3.814493436495745016e+01
-3.580852155313764273e-02,3.963623717673529967e+01,3.824781576852106468e+01
-3.579201990631471209e-02,3.963622565395237984e+01,3.847033142778492731e+01
-3.577552953453930901e-02,3.963621411923024596e+01,3.869044225559832029e+01
-3.575903801778639035e-02,3.963620258349870085e+01,3.890819803203591931e+01
-3.574254863210911404e-02,3.963619104961735218e+01,3.912364684822173189e+01
-3.572605855597019847e-02,3.963617951502629921e+01,3.933683518624339115e+01
-3.570956706981744111e-02,3.963616797945933001e+01,3.954315840910027902e+01
-3.569307676675247121e-02,3.963615644477476252e+01,3.888394166021799947e+01
-3.567658677620010738e-02,3.963614491042011423e+01,3.821552703572430687e+01
-3.566011172237196214e-02,3.963613338660868379e+01,3.753925766262664609e+01
-3.564363135528469950e-02,3.963612185722074344e+01,3.685566641842567748e+01
-3.562713285540730634e-02,3.963611031113057237e+01,3.616249193966288544e+01
-3.561067275524339160e-02,3.963609878689034360e+01,3.545597486204771798e+01
-3.559418007392366884e-02,3.963608723538578005e+01,3.473510099078114166e+01
-3.557769207097506020e-02,3.963607568372241019e+01,3.399941797571191415e+01
-3.556118183777088465e-02,3.963606411445263689e+01,3.325066245412350696e+01
-3.554466797132647959e-02,3.963605254619176321e+01,3.248464979344511505e+01
-3.552818431423936801e-02,3.963604099410887471e+01,3.176106338250882999e+01
-3.551166028360558391e-02,3.963602938054533098e+01,3.103203577726577223e+01
-3.549522440390807942e-02,3.963601788402053927e+01,3.028557762415086074e+01
-3.547878929835601713e-02,3.963600635315427212e+01,3.024784049024695776e+01
-3.546266775431277524e-02,3.963599456703349944e+01,3.021005621673649699e+01
-3.544666397538292352e-02,3.963598268386183321e+01,3.052116146538664765e+01
-3.543047171232384385e-02,3.963597070484722451e+01,3.082836234126679287e+01
-3.541449130521952260e-02,3.963595880366959534e+01,3.113177631846080473e+01
-3.539844478912522463e-02,3.963594679077289129e+01,3.143151493288942788e+01
-3.538238594001328480e-02,3.963593473932942857e+01,3.172768419752620161e+01
-3.536637744687654711e-02,3.963592271659157973e+01,3.202038498092711194e+01
-3.535036086766991936e-02,3.963591069523963029e+01,3.230971335296337088e+01
-3.533438312628399414e-02,3.963589871584874658e+01,3.259576090116890867e+01
-3.531834915485807663e-02,3.963588670239100509e+01,3.287861502070138897e+01
-3.530234237344991727e-02,3.963587471706957643e+01,3.315835918056110643e+01
-3.528633721588353422e-02,3.963586273955888117e+01,3.343507316840388910e+01
-3.527031608390038958e-02,3.963585075306006189e+01,3.370883331601707766e+01
-3.525429712156702422e-02,3.963583876843158293e+01,3.397971270729576077e+01
-3.523827442044754482e-02,3.963582678032101825e+01,3.424778137035255554e+01
-3.522225411436684384e-02,3.963581479382694539e+01,3.451310645521797937e+01
-3.520623423327697704e-02,3.963580280704987757e+01,3.477575239843216082e+01
-3.519021208690760461e-02,3.963579081752191513e+01,3.503578107569220634e+01
-3.517419515923442264e-02,3.963577883064658636e+01,3.529325194359947915e+01
-3.515817696613590670e-02,3.963576684125627025e+01,3.477790454003830689e+01
-3.514215659099858419e-02,3.963575484834536411e+01,3.404232117957535309e+01
-3.512614413780557748e-02,3.963574285919492723e+01,3.329264245049569837e+01
-3.511012956843249933e-02,3.963573086600375461e+01,3.252783516198726943e+01
-3.509411278457023192e-02,3.963571886842117209e+01,3.174674620235574096e+01
-3.507810600612190632e-02,3.963570687534116388e+01,3.094809069186073103e+01
-3.506209648349764563e-02,3.963569487696010185e+01,3.013039739992983357e+01
-3.504608513154900545e-02,3.963568287373781374e+01,2.929199641874240356e+01
-3.503008509860774944e-02,3.963567087532433675e+01,2.843114592299874133e+01
-3.501408160007542930e-02,3.963565887036035917e+01,2.754547035660989351e+01
-3.499807738654905909e-02,3.963564686081252830e+01,2.663218791721552137e+01
-3.498208519944773914e-02,3.963563485624114691e+01,2.568949390183852799e+01
-3.496608869788467300e-02,3.963562284365254129e+01,2.471323724518716602e+01
-3.495009298991937075e-02,3.963561082664539725e+01,2.369818027071432454e+01
-3.493408664930499480e-02,3.963559879921799478e+01,2.264641818123779160e+01
-3.491807111410340919e-02,3.963558677605924885e+01,2.155789567779897098e+01
-3.490207156260304727e-02,3.963557478993365635e+01,2.041874362685022959e+01
-3.488598741926381835e-02,3.963556277492411084e+01,1.922360942054440613e+01
-3.486993628611553125e-02,3.963555083229804410e+01,1.794909616723942847e+01
-3.485390544078829228e-02,3.963553893069705936e+01,1.657572871097389466e+01
-3.483778224528864820e-02,3.963552695133411419e+01,1.515010030254355300e+01
-3.482167733608870080e-02,3.963551512565836532e+01,1.361232835037020195e+01
-3.480571653720611336e-02,3.963550311609915155e+01,1.197483551027280058e+01
-3.478974340297882190e-02,3.963549107185314568e+01,1.162376802662278408e+01
-3.477205930441903958e-02,3.963548094997109672e+01,1.160928431110867898e+01
-3.475253546041048164e-02,3.963547357361562717e+01,1.159478250315934389e+01
-3.473188306054961205e-02,3.963546832450322199e+01,1.210749547796087633e+01
-3.471101481324906368e-02,3.963546415754826313e+01,1.293823400263550027e+01
-3.468980348882066272e-02,3.963546104562348660e+01,1.371686563755743649e+01
-3.466843072013491706e-02,3.963545876160447534e+01,1.445181953551241527e+01
-3.464701248982421378e-02,3.963545686378648014e+01,1.514945818801408883e+01
-3.462551422603319523e-02,3.963545558210294928e+01,1.581472473629140829e+01
-3.460406449427350789e-02,3.963545520593521587e+01,1.639393066159275136e+01
-3.458259978511674798e-02,3.963545586321307468e+01,1.589033739430925252e+01
-3.456120700580213312e-02,3.963545751267584194e+01,1.527724080884752667e+01
-3.453999782135615954e-02,3.963546027573138275e+01,1.470165324496674941e+01
-3.451901677503080995e-02,3.963546432151897392e+01,1.411167927156417612e+01
-3.449845519643699593e-02,3.963546957690217454e+01,1.352220454904351143e+01
-3.447816621716023183e-02,3.963547558043163832e+01,1.223510659731519645e+01
-3.445813785035806848e-02,3.963548222143477062e+01,1.094680611796583136e+01
-3.443891117209653407e-02,3.963549017725857482e+01,1.075146119561276059e+01
-3.442164353477753652e-02,3.963550081032568784e+01,1.073806441197413797e+01
-3.440727318312535726e-02,3.963551408959292388e+01,1.072465089364889401e+01
-3.439438291633629963e-02,3.963552851166301849e+01,1.165776221517361044e+01
-3.438111549453426452e-02,3.963554261926763900e+01,1.066686532698078871e+01
-3.436811538961986184e-02,3.963555692347931370e+01,8.627047169096444534e+00
-3.435399011408518666e-02,3.963557078775926357e+01,6.000484451734644509e+00
-3.434125131363171407e-02,3.963558493979746800e+01,5.993007589709637983e+00
-3.433742422679279122e-02,3.963560275213734485e+01,5.985521387909781055e+00
-3.433708533858741835e-02,3.963562116598777862e+01,7.543836643355914084e+00
-3.433769818327602613e-02,3.963563829685340067e+01,8.492111642398958438e+00
-3.433943909303935338e-02,3.963565547260657240e+01,8.481530105597741453e+00
-3.434754875945627423e-02,3.963567229452291230e+01,8.470935350795313568e+00
